# train_loss,train_acc,test_loss,test_acc
1.919728449543418813e+00,2.996900000000000119e+01,1.711164301633834928e+00,3.881000000000000227e+01
1.573393479637477776e+00,4.172800000000000153e+01,1.551300811767578169e+00,4.477000000000000313e+01
1.432184394668130301e+00,4.742699999999999960e+01,1.348643308877945035e+00,5.088000000000000256e+01
1.308384998984958747e+00,5.232300000000000040e+01,1.217393785715103149e+00,5.657000000000000028e+01
1.203507247635775546e+00,5.622599999999999909e+01,1.256060928106307983e+00,5.564999999999999858e+01
1.110128410636921359e+00,5.982000000000000028e+01,1.137993101477623004e+00,5.984000000000000341e+01
1.026302871954105633e+00,6.310600000000000165e+01,1.019890894889831534e+00,6.412999999999999545e+01
9.743320452587683755e-01,6.503000000000000114e+01,1.016164677143096995e+00,6.432999999999999829e+01
9.187073545992526791e-01,6.693899999999999295e+01,8.593810021877288374e-01,7.020000000000000284e+01
8.746985146761550034e-01,6.831399999999999295e+01,8.180169039964675370e-01,7.125000000000000000e+01
8.439603118640383039e-01,6.974200000000000443e+01,1.447508624792098963e+00,5.292000000000000171e+01
8.136598659903192532e-01,7.097199999999999420e+01,7.684532141685486151e-01,7.359000000000000341e+01
7.906576773089826204e-01,7.172100000000000364e+01,9.214149260520935192e-01,6.825000000000000000e+01
7.704643805313597937e-01,7.234699999999999420e+01,1.016216637492179942e+00,6.506999999999999318e+01
7.556233325272875279e-01,7.302899999999999636e+01,7.422727954387664528e-01,7.440999999999999659e+01
7.315336982612414829e-01,7.378900000000000148e+01,7.722350239753723589e-01,7.359999999999999432e+01
7.231815192095764067e-01,7.385800000000000409e+01,1.019591766595840499e+00,6.598999999999999488e+01
7.128501266164852801e-01,7.440999999999999659e+01,7.850253561139106662e-01,7.331000000000000227e+01
7.022647113751268044e-01,7.461100000000000421e+01,7.747990238666534468e-01,7.359000000000000341e+01
6.957658535379278586e-01,7.507899999999999352e+01,1.058562364578247150e+00,6.353999999999999915e+01
6.833444116518015976e-01,7.561100000000000421e+01,7.049329742789268716e-01,7.531999999999999318e+01
6.636756600626289027e-01,7.623600000000000421e+01,9.606265354156494629e-01,6.754999999999999716e+01
6.625794246221137218e-01,7.623699999999999477e+01,6.854722234606742681e-01,7.656000000000000227e+01
6.564275346448659176e-01,7.640800000000000125e+01,7.454839974641800371e-01,7.393999999999999773e+01
6.452399441958083237e-01,7.687800000000000011e+01,6.261841681599616960e-01,7.851999999999999602e+01
6.397723171412182941e-01,7.702100000000000080e+01,9.882459211349486905e-01,6.815000000000000568e+01
6.354413975382704471e-01,7.728100000000000591e+01,7.628943037986755105e-01,7.431999999999999318e+01
6.225149985164633026e-01,7.761400000000000432e+01,8.435944131016731573e-01,7.237999999999999545e+01
6.296441918596282772e-01,7.744299999999999784e+01,8.181817775964737027e-01,7.175000000000000000e+01
6.149773414025221374e-01,7.776600000000000534e+01,5.817350241541862088e-01,8.006000000000000227e+01
4.936741513516896829e-01,8.224699999999999989e+01,4.753180205821990745e-01,8.406000000000000227e+01
4.476093458550055582e-01,8.374599999999999511e+01,4.621568176150321894e-01,8.434000000000000341e+01
4.293266640752173013e-01,8.429099999999999682e+01,4.638846102356910528e-01,8.406000000000000227e+01
4.177270306803076427e-01,8.463299999999999557e+01,4.530310471355915025e-01,8.429000000000000625e+01
4.094613077085646480e-01,8.495199999999999818e+01,4.493390214443206965e-01,8.437000000000000455e+01
3.991363410983244098e-01,8.532999999999999829e+01,4.428035023808479242e-01,8.478000000000000114e+01
3.870067868924811916e-01,8.560899999999999466e+01,4.462483879923820340e-01,8.484000000000000341e+01
3.841115849097366253e-01,8.577899999999999636e+01,4.387381266057491236e-01,8.518999999999999773e+01
3.806122751415842997e-01,8.575799999999999557e+01,4.350892716646194702e-01,8.528000000000000114e+01
3.685597697715929932e-01,8.622700000000000387e+01,4.396585293114185222e-01,8.481999999999999318e+01
3.681132475204784704e-01,8.619199999999999307e+01,4.337324976921081432e-01,8.529000000000000625e+01
3.650310611176064146e-01,8.626500000000000057e+01,4.378133726119994851e-01,8.506000000000000227e+01
3.566717572910401701e-01,8.656699999999999307e+01,4.241013044118881470e-01,8.562999999999999545e+01
3.482476946185616984e-01,8.681699999999999307e+01,4.257787522673606717e-01,8.531999999999999318e+01
3.467009901009557304e-01,8.692000000000000171e+01,4.228426858782768361e-01,8.562999999999999545e+01
3.432159273673201505e-01,8.697299999999999898e+01,4.223315072059631303e-01,8.576000000000000512e+01
3.397574459805208225e-01,8.721599999999999397e+01,4.259155781567096621e-01,8.551000000000000512e+01
3.356324089381396147e-01,8.728700000000000614e+01,4.287407171726226873e-01,8.523999999999999488e+01
3.361803969306409456e-01,8.715600000000000591e+01,4.115354970097541698e-01,8.575000000000000000e+01
3.251663126299143558e-01,8.758199999999999363e+01,4.216575871407985954e-01,8.595000000000000284e+01
3.261794410550685752e-01,8.744299999999999784e+01,4.152295047044753940e-01,8.582999999999999829e+01
3.272196640596365391e-01,8.741599999999999682e+01,4.202242986857890883e-01,8.548000000000000398e+01
3.180834639179127565e-01,8.778000000000000114e+01,4.155534394085407257e-01,8.581999999999999318e+01
3.122173255438084882e-01,8.791100000000000136e+01,4.267764271795749798e-01,8.551000000000000512e+01
3.116535705983486393e-01,8.790200000000000102e+01,4.257119384407996865e-01,8.545000000000000284e+01
3.090690497089834676e-01,8.804800000000000182e+01,4.191863662004470803e-01,8.575000000000000000e+01
