# train_loss,train_acc,test_loss,test_acc
1.976091240677992023e+00,2.561199999999999832e+01,1.633510761260986266e+00,3.932999999999999829e+01
1.650597526289313111e+00,3.666400000000000148e+01,1.478036663532257045e+00,4.496999999999999886e+01
1.537525888903976456e+00,4.154200000000000159e+01,1.476331464052200282e+00,4.725000000000000000e+01
1.411037541106533899e+00,4.623299999999999699e+01,1.244083803892135576e+00,5.602000000000000313e+01
1.289878799177496704e+00,5.106499999999999773e+01,1.205750849246978840e+00,5.789999999999999858e+01
1.193138365093094677e+00,5.498700000000000188e+01,1.200521790385246312e+00,5.803000000000000114e+01
1.107502482583760495e+00,5.801700000000000301e+01,1.097719416618347266e+00,6.167000000000000171e+01
1.040180096693356093e+00,6.062100000000000222e+01,1.007809373140335030e+00,6.485999999999999943e+01
9.872110604934984934e-01,6.268399999999999750e+01,1.032860083580017019e+00,6.360999999999999943e+01
9.432461180955248325e-01,6.417499999999999716e+01,8.682088500261306852e-01,6.978000000000000114e+01
9.054482987774606917e-01,6.561400000000000432e+01,8.440985709428787676e-01,7.145000000000000284e+01
8.700088922629880539e-01,6.703900000000000148e+01,8.399434214830399092e-01,7.100000000000000000e+01
8.455943870727363754e-01,6.800600000000000023e+01,8.224641740322112815e-01,7.218000000000000682e+01
8.166592921442388242e-01,6.896999999999999886e+01,1.014050934910774249e+00,6.571999999999999886e+01
7.922583630932565901e-01,6.976099999999999568e+01,8.590322202444076183e-01,7.009999999999999432e+01
7.756690032341900798e-01,7.058199999999999363e+01,7.511449271440505671e-01,7.431000000000000227e+01
7.625419951765738391e-01,7.087300000000000466e+01,7.479410967230797347e-01,7.470000000000000284e+01
7.423703106467985924e-01,7.151699999999999591e+01,7.544597387313842773e-01,7.425000000000000000e+01
7.278092797759854182e-01,7.223499999999999943e+01,8.698914378881454912e-01,6.984999999999999432e+01
7.199717438434396488e-01,7.239600000000000080e+01,6.559418675303458901e-01,7.765000000000000568e+01
7.043736125807018578e-01,7.314300000000000068e+01,7.208381089568137723e-01,7.579999999999999716e+01
6.970794260349419957e-01,7.328300000000000125e+01,8.016986978054047031e-01,7.229999999999999716e+01
6.862221274077130451e-01,7.366700000000000159e+01,8.314614272117615279e-01,7.254999999999999716e+01
6.758167525691449740e-01,7.412500000000000000e+01,6.405245742201804982e-01,7.860999999999999943e+01
6.671477102715036578e-01,7.434600000000000364e+01,8.027650690078735884e-01,7.287999999999999545e+01
6.573825788010111415e-01,7.449500000000000455e+01,6.722350353002548573e-01,7.704999999999999716e+01
6.494994885323907008e-01,7.494599999999999795e+01,6.681641623377799766e-01,7.729000000000000625e+01
6.480931394240435628e-01,7.495000000000000284e+01,6.695168858766555875e-01,7.737999999999999545e+01
6.418343921908942207e-01,7.522599999999999909e+01,6.986671328544616921e-01,7.659999999999999432e+01
6.283288585103076196e-01,7.558799999999999386e+01,6.576544621586799533e-01,7.809000000000000341e+01
5.460278979500235996e-01,7.884399999999999409e+01,5.145942461490631281e-01,8.285999999999999943e+01
5.165236793515627367e-01,7.968999999999999773e+01,4.988069528341293468e-01,8.312000000000000455e+01
5.042522269136765489e-01,8.022299999999999898e+01,4.902185776829719455e-01,8.354999999999999716e+01
4.918730383181511012e-01,8.060999999999999943e+01,4.886336639523506387e-01,8.360999999999999943e+01
