train_loss,train_acc,test_loss,test_acc
2.083043306684859708e+00,2.672400000000000020e+01,1.614714478254318131e+00,4.138000000000000256e+01
1.726283370381425986e+00,3.728000000000000114e+01,1.492200379371642960e+00,4.735000000000000142e+01
1.578152386123871764e+00,4.295000000000000284e+01,1.374741408824920574e+00,5.099000000000000199e+01
1.473019374910827795e+00,4.692000000000000171e+01,1.285980986356735301e+00,5.378000000000000114e+01
1.391052433901735608e+00,5.003600000000000136e+01,1.261254447698593184e+00,5.456000000000000227e+01
1.324194368194131277e+00,5.250200000000000244e+01,1.190147097706794721e+00,5.735999999999999943e+01
1.264013369522436259e+00,5.492399999999999949e+01,1.137459097504615713e+00,5.964999999999999858e+01
1.211563842680753122e+00,5.675399999999999778e+01,1.124860429763793856e+00,6.032000000000000028e+01
1.162304815581387540e+00,5.872200000000000131e+01,1.076612071990966868e+00,6.190999999999999659e+01
1.123185687662695331e+00,6.044599999999999795e+01,1.030202444195747358e+00,6.342999999999999972e+01
1.085221412389174800e+00,6.169800000000000040e+01,9.816400414705276356e-01,6.504000000000000625e+01
1.052542648809340342e+00,6.277799999999999869e+01,9.860604220628738092e-01,6.479999999999999716e+01
1.020604923405610709e+00,6.425199999999999534e+01,1.014224593043327349e+00,6.425000000000000000e+01
9.950402644284240816e-01,6.483799999999999386e+01,9.071443629264831499e-01,6.745999999999999375e+01
9.735862339853935676e-01,6.565600000000000591e+01,1.000691555142402711e+00,6.460999999999999943e+01
9.517672700650247064e-01,6.639400000000000546e+01,8.770762336254119829e-01,6.871999999999999886e+01
9.253820947673924158e-01,6.722199999999999420e+01,9.657145243883132890e-01,6.631000000000000227e+01
9.086098863035821926e-01,6.820000000000000284e+01,8.747015821933746826e-01,6.945999999999999375e+01
8.897800116282900129e-01,6.866800000000000637e+01,8.702652221918105724e-01,6.926000000000000512e+01
8.701955916936440216e-01,6.934600000000000364e+01,9.229096543788909424e-01,6.756999999999999318e+01
8.545973889358208231e-01,6.979000000000000625e+01,8.736850374937057406e-01,7.004999999999999716e+01
8.425411053020935848e-01,7.040999999999999659e+01,7.852823126316070823e-01,7.248000000000000398e+01
8.251563656665480417e-01,7.096999999999999886e+01,7.759510767459869562e-01,7.318999999999999773e+01
8.103866889653608130e-01,7.141200000000000614e+01,9.166806989908218295e-01,6.820000000000000284e+01
8.023260148894756361e-01,7.188599999999999568e+01,7.834189403057097989e-01,7.245000000000000284e+01
7.846965901077250782e-01,7.248000000000000398e+01,8.331444257497787609e-01,7.056000000000000227e+01
7.747193488013713880e-01,7.297799999999999443e+01,7.701558822393417270e-01,7.331999999999999318e+01
7.622457619213387492e-01,7.340200000000000102e+01,8.006529513001442444e-01,7.212999999999999545e+01
7.488117905528953733e-01,7.368800000000000239e+01,8.029784649610519631e-01,7.231999999999999318e+01
