train_loss,train_acc,test_loss,test_acc
1.945197427974027837e+00,2.858599999999999852e+01,1.642453234195709211e+00,4.092999999999999972e+01
1.590022127036853306e+00,4.030400000000000205e+01,1.528497871160507282e+00,4.521000000000000085e+01
1.438387674138978944e+00,4.639999999999999858e+01,1.290109546184539768e+00,5.378999999999999915e+01
1.318769297636378512e+00,5.099000000000000199e+01,1.273599692583084142e+00,5.449000000000000199e+01
1.206392672970471702e+00,5.518999999999999773e+01,1.241763219833374121e+00,5.646000000000000085e+01
1.113339747614263020e+00,5.876700000000000301e+01,1.228956519365310696e+00,5.732000000000000028e+01
1.037864920275900271e+00,6.197699999999999676e+01,1.012807816267013550e+00,6.443999999999999773e+01
9.749991206256934939e-01,6.421999999999999886e+01,9.615337616205215099e-01,6.650000000000000000e+01
9.229087639037910629e-01,6.600000000000000000e+01,9.178328150510788319e-01,6.804000000000000625e+01
8.803663377261832235e-01,6.759900000000000375e+01,8.658473616838455733e-01,6.982999999999999829e+01
8.467476820701833606e-01,6.904099999999999682e+01,8.263218480348587525e-01,7.068999999999999773e+01
8.190554494748030212e-01,7.009399999999999409e+01,7.596352517604827437e-01,7.439000000000000057e+01
7.965501499602861690e-01,7.063400000000000034e+01,8.622067558765411643e-01,7.073999999999999488e+01
7.765961391541659209e-01,7.141500000000000625e+01,8.725058954954146850e-01,6.979000000000000625e+01
7.534123363397310369e-01,7.225300000000000011e+01,8.250336986780166804e-01,7.173999999999999488e+01
7.411093313980590125e-01,7.289700000000000557e+01,7.666443622112274481e-01,7.304999999999999716e+01
7.200035460464789816e-01,7.359099999999999397e+01,7.000817233324050370e-01,7.575000000000000000e+01
7.113586472885687906e-01,7.381000000000000227e+01,7.206236591935157865e-01,7.551999999999999602e+01
6.984996816996112967e-01,7.430899999999999750e+01,7.285949116945267257e-01,7.509000000000000341e+01
6.890526858284650169e-01,7.458400000000000318e+01,7.290325936675071672e-01,7.498999999999999488e+01
6.775345258853014974e-01,7.498300000000000409e+01,6.926858195662498607e-01,7.609000000000000341e+01
6.707118652055940045e-01,7.509300000000000352e+01,6.593340760469437178e-01,7.748999999999999488e+01
6.626329157510986168e-01,7.529800000000000182e+01,7.392935502529144332e-01,7.484999999999999432e+01
6.512223197828472809e-01,7.585800000000000409e+01,6.985622453689575018e-01,7.587999999999999545e+01
6.424969593277367608e-01,7.615699999999999648e+01,6.246316713094711703e-01,7.818999999999999773e+01
6.359287540778479908e-01,7.625400000000000489e+01,6.626056089997292009e-01,7.745000000000000284e+01
6.278174498959270267e-01,7.672499999999999432e+01,6.693538877367973816e-01,7.695999999999999375e+01
6.275052482362293294e-01,7.671200000000000330e+01,6.324975663423537675e-01,7.843000000000000682e+01
6.218999552604792536e-01,7.691100000000000136e+01,7.833099293708801758e-01,7.367000000000000171e+01
6.137845119856812914e-01,7.735099999999999909e+01,7.707816094160080400e-01,7.362999999999999545e+01
5.040743216071896793e-01,8.122599999999999909e+01,4.890533858537673972e-01,8.348000000000000398e+01
4.641449229644082908e-01,8.248099999999999454e+01,4.725528046488761680e-01,8.403000000000000114e+01
4.502727897728190931e-01,8.293600000000000705e+01,4.625524777173996016e-01,8.435999999999999943e+01
4.404234740587756325e-01,8.321299999999999386e+01,4.574616062641143621e-01,8.450000000000000000e+01
4.319246415134586070e-01,8.353300000000000125e+01,4.569546434283256464e-01,8.465000000000000568e+01
4.242144046384659917e-01,8.374099999999999966e+01,4.523209182918071503e-01,8.451000000000000512e+01
4.144925834882594584e-01,8.400799999999999557e+01,4.483456426858902222e-01,8.443999999999999773e+01
4.121694913910478042e-01,8.415300000000000580e+01,4.456745395064353743e-01,8.496999999999999886e+01
4.035872205748887165e-01,8.435399999999999920e+01,4.466364637017249950e-01,8.484000000000000341e+01
4.040034049002410588e-01,8.434699999999999420e+01,4.403813081979751631e-01,8.510999999999999943e+01
3.947921205512093246e-01,8.462600000000000477e+01,4.479077078402042278e-01,8.473000000000000398e+01
3.908519050882905410e-01,8.479000000000000625e+01,4.383452522754669456e-01,8.507999999999999829e+01
3.907320294005181549e-01,8.486100000000000421e+01,4.505363468825817064e-01,8.465999999999999659e+01
3.824392941677966506e-01,8.515000000000000568e+01,4.409784488379955292e-01,8.498000000000000398e+01
3.814100092253112084e-01,8.507899999999999352e+01,4.300106199085712566e-01,8.531000000000000227e+01
3.758628832943299303e-01,8.511400000000000432e+01,4.430201490223407701e-01,8.498999999999999488e+01
3.725674034613172814e-01,8.540900000000000603e+01,4.278142805397510684e-01,8.529000000000000625e+01
3.699084921642337709e-01,8.554300000000000637e+01,4.226712849736213862e-01,8.543000000000000682e+01
3.651218841524075387e-01,8.550600000000000023e+01,4.243162326514721139e-01,8.559999999999999432e+01
3.666855264121614000e-01,8.546399999999999864e+01,4.238582985103130363e-01,8.565000000000000568e+01
3.602811757789548541e-01,8.573000000000000398e+01,4.202737504243850841e-01,8.557999999999999829e+01
3.564537796370513822e-01,8.583499999999999375e+01,4.213718110322952071e-01,8.582999999999999829e+01
3.513679346998634379e-01,8.606999999999999318e+01,4.263378044962882751e-01,8.546999999999999886e+01
3.527197851168225040e-01,8.591800000000000637e+01,4.184478160738944741e-01,8.587000000000000455e+01
3.517144610128744020e-01,8.588400000000000034e+01,4.168702583014964880e-01,8.573999999999999488e+01
3.465609795144756755e-01,8.629399999999999693e+01,4.159087502956390625e-01,8.598000000000000398e+01
3.471153198605608226e-01,8.606699999999999307e+01,4.127146688103675576e-01,8.579000000000000625e+01
3.442144392015379362e-01,8.617700000000000671e+01,4.130339564383029849e-01,8.593000000000000682e+01
3.406164073349569610e-01,8.638500000000000512e+01,4.114811675250530376e-01,8.600000000000000000e+01
3.387075817722188797e-01,8.630899999999999750e+01,4.109644533693790347e-01,8.606000000000000227e+01
3.265834692341592072e-01,8.692799999999999727e+01,3.994437907636165797e-01,8.645000000000000284e+01
3.205682053742811011e-01,8.715999999999999659e+01,3.983468510210513847e-01,8.646999999999999886e+01
3.182343813159581591e-01,8.712800000000000011e+01,3.952829773724079176e-01,8.643999999999999773e+01
3.131833821916214511e-01,8.743000000000000682e+01,3.932981088757515065e-01,8.659999999999999432e+01
3.128829044301796314e-01,8.743200000000000216e+01,3.934031620621681324e-01,8.662000000000000455e+01
